path_relative_to_web,lines,review_status,scope
scripts/lib/redirectRepair.test.ts,275,test_suite,Vitest executed; e2e files tracked separately in the report.
scripts/lib/redirectRepair.ts,230,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/mergeGradeSubcategories.ts,126,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/migrate.mjs,38,inventoried,No manual review claim.
scripts/migrateArticleBodies.ts,77,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/normalizeEqualAngles.ts,200,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/pages-postbuild.mjs,26,inventoried,No manual review claim.
scripts/priceSync.ts,68,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/recomposeSkuNames.ts,144,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/renameCatalogSlugs.ts,291,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/repairRedirectTargets.ts,223,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/repairSeedPrices.ts,353,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seed.ts,31,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seedAluminium.ts,374,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seedAluminiumChannel.ts,298,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seedCategoryDescriptions.ts,152,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seedCouplers.ts,208,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seedFactoryOrder.ts,115,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seedSandwichPanel.ts,202,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seedSubCategoryGroups.ts,296,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seoAuditFullDump.ts,43,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seoAuditReport.ts,97,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seoBodyFixApply.ts,116,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/seoQuickFixApply.ts,79,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/setPriceBasis.ts,200,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/setSteelBranchLength.ts,211,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/specCoverageReport.ts,149,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
scripts/stripGradeFromSkuNames.ts,115,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/about/page.tsx,46,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/account/[[...tab]]/page.tsx,343,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/account/account.module.css,132,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/account/error.tsx,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/account/loading.tsx,32,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/AdminNavLinks.tsx,81,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/AdminThemeToggle.tsx,28,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/ExitToSiteLink.tsx,20,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/admin.module.css,206,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/admin/ai/page.tsx,20,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/alerts/page.tsx,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/audit/page.tsx,21,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/catalog/page.tsx,30,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/content/page.tsx,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/desk/page.tsx,21,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/error.tsx,14,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/help/page.tsx,202,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/layout.tsx,129,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/leads/[id]/page.tsx,28,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/leads/page.tsx,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/loading.tsx,26,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/marketing/page.tsx,22,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/orders/page.tsx,20,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/page.tsx,6,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/pricing/page.tsx,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/pricing/sync/page.tsx,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/seo/page.tsx,40,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/settings/page.tsx,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/users/page.tsx,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/admin/warehouse/page.tsx,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/ai/loading.tsx,29,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/ai/page.module.css,44,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/ai/page.test.tsx,131,test_suite,Vitest executed; e2e files tracked separately in the report.
src/app/ai/page.tsx,114,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/conversations/[id]/route.ts,21,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/corrections/[id]/route.ts,23,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/corrections/route.ts,46,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/eval-candidates/[id]/route.ts,25,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/eval-candidates/route.ts,53,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/feedback/route.ts,25,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/prompt-versions/metrics/route.ts,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/ai/usage/route.ts,17,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/alerts/[id]/route.ts,61,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/alerts/route.ts,30,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/allowlist/[mobile]/route.ts,54,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/allowlist/route.ts,71,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/articles/[id]/publish/route.ts,55,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/articles/[id]/route.ts,192,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/articles/route.ts,85,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/audit/export/route.ts,31,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/audit/filters.ts,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/audit/route.ts,20,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/audit/[id]/restore/route.ts,106,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/categories/[id]/impact/route.ts,23,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/categories/[id]/route.ts,100,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/categories/route.ts,65,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/factories/route.ts,16,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/factory-order/route.ts,99,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/reorder/route.ts,74,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/skus/[id]/impact/route.ts,20,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/skus/[id]/route.ts,166,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/skus/bulk-delete/route.ts,73,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/skus/route.ts,146,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/subcategories/[id]/impact/route.ts,23,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/subcategories/[id]/route.ts,94,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/subcategories/route.ts,71,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/catalog/suggestions/route.ts,22,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/club/members/[id]/route.ts,31,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/club/members/route.ts,16,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/comments/[id]/route.ts,29,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/comments/route.ts,22,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/contact-messages/[id]/reply/route.ts,37,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/contact-messages/[id]/route.ts,26,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/contact-messages/route.ts,22,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/[id]/duplicates/route.ts,34,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/[id]/items/[itemId]/route.ts,107,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/[id]/merge/route.ts,134,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/[id]/notes/route.ts,37,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/[id]/order/route.ts,63,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/[id]/proforma/route.ts,193,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/[id]/route.ts,215,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/export/route.ts,47,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/filters.ts,34,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/leads/route.ts,27,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/market/[key]/route.ts,70,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/market/billet/route.ts,53,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/my/desk/route.ts,61,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/orders/[ref]/route.ts,198,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/orders/route.ts,26,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/pricing/history/[slug]/route.ts,34,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/pricing/history/route.ts,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/pricing/import/route.ts,136,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/pricing/route.ts,122,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/pricing/sync/exclusions/route.ts,43,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/pricing/sync/route.ts,102,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/pricing/template/route.ts,61,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/proforma/[ref]/route.ts,50,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/proformas/route.ts,25,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/requests/[id]/route.ts,29,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/requests/route.ts,27,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/search/route.ts,135,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/seo/redirects/[id]/route.ts,56,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/seo/redirects/route.ts,57,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/seo/search-console/callback/route.ts,60,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/seo/search-console/connect/route.ts,42,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/seo/search-console/metrics/route.ts,84,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/seo/search-console/route.ts,36,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/settings/route.test.ts,31,test_suite,Vitest executed; e2e files tracked separately in the report.
src/app/api/admin/settings/route.ts,160,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/staff/route.ts,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/stats/cohorts/route.ts,14,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/stats/dashboard/route.ts,20,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/stats/marketing/route.ts,42,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/stats/route.ts,153,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/stats/seo/pagespeed/route.ts,17,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/stats/seo/route.ts,20,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/upload/route.ts,77,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/users/[id]/revoke-sessions/route.ts,26,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/users/[id]/route.ts,95,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/users/route.ts,73,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/verifications/[userId]/route.ts,50,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/verifications/route.ts,22,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/warehouse/[id]/movements/route.ts,22,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/warehouse/[id]/route.ts,148,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/warehouse/requests/route.ts,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/warehouse/route.ts,124,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/warehouse/settlements/[id]/route.ts,66,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/warehouse/settlements/customers/route.ts,25,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/admin/warehouse/settlements/route.ts,149,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/ai/chat/route.ts,413,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/ai/conversations/[id]/route.ts,38,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/ai/conversations/route.ts,37,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/ai/feedback/route.ts,58,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/ai/lead/confirm/route.ts,106,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/ai/lead/draft/route.ts,149,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/alerts/route.ts,64,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/analytics/script/route.ts,60,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/articles/[slug]/comments/route.ts,36,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/articles/[slug]/route.ts,25,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/articles/route.ts,32,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/auth/logout/route.ts,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/auth/otp/request/route.ts,62,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/auth/otp/verify/route.ts,65,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/auth/refresh/route.ts,32,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/auth/silent/route.ts,62,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/categories/[cat]/[sub]/route.ts,22,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/categories/[cat]/route.ts,26,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/categories/route.ts,16,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/comments/[id]/helpful/route.ts,25,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/comments/my-votes/route.ts,33,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/contact/route.ts,41,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/cooperation/route.ts,53,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/cut-to-size-requests/route.ts,50,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/health/route.ts,41,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/internal/alert-relay/route.test.ts,486,test_suite,Vitest executed; e2e files tracked separately in the report.
src/app/api/internal/alert-relay/route.ts,137,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/leads/route.ts,65,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/log/route.ts,59,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/market/[key]/history/route.ts,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/market/route.ts,27,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/alerts/[id]/route.ts,83,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/alerts/route.ts,15,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/club/route.ts,27,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/export/route.ts,88,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/favorites/[skuId]/route.ts,16,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/favorites/route.ts,35,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/leads/route.ts,41,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/letterhead/logo/route.ts,75,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/letterhead/route.ts,63,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/orders/route.ts,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/profile/route.ts,41,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/requests/import/route.ts,65,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/requests/route.ts,44,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/route.ts,58,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/verification/route.ts,74,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/warehouse/route.ts,15,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/me/warehouse/settlements/route.ts,19,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/proforma/[ref]/route.ts,49,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/search/route.ts,25,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/sku/[slug]/history/route.ts,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/sku/[slug]/route.ts,21,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/tender/options/route.ts,47,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/tender/price/route.ts,43,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/tools/cost/route.ts,30,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/tools/estimate/route.ts,49,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/tools/weight/route.ts,119,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/track/[ref]/route.ts,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/vitals/route.test.ts,68,test_suite,Vitest executed; e2e files tracked separately in the report.
src/app/api/vitals/route.ts,96,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/api/warehouse-requests/route.ts,51,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/blog/(index)/error.tsx,49,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/blog/(index)/page.tsx,14,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/blog/[slug]/article.module.css,110,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/blog/[slug]/page.tsx,153,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/blog/category/[slug]/page.module.css,67,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/blog/category/[slug]/page.tsx,89,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/blog/page/[n]/page.tsx,47,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/blog/rss.xml/route.test.ts,67,test_suite,Vitest executed; e2e files tracked separately in the report.
src/app/blog/rss.xml/route.ts,40,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/cart/error.tsx,18,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/cart/loading.tsx,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/cart/page.tsx,50,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/club/page.tsx,15,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/contact/page.tsx,40,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/cooperation/[track]/page.tsx,109,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/cooperation/page.tsx,80,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/cut-to-size/page.tsx,141,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/error.tsx,24,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/global-error.tsx,212,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/globals.css,59,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/layout.tsx,146,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/loading.tsx,44,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/login/loading.tsx,27,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/login/page.tsx,37,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/manifest.ts,23,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/market/page.module.css,103,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/market/page.tsx,192,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/news/(index)/error.tsx,49,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/news/(index)/page.tsx,12,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/news/[slug]/article.module.css,107,stylelint_checked,Stylesheet lint passed; no visual-review claim.
src/app/news/[slug]/page.tsx,154,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/news/page/[n]/page.tsx,37,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
src/app/news/rss.xml/route.ts,39,static_checked,TypeScript/ESLint checks; source not manually reviewed in full.
