sku_id,slug,name,cat,sub,size,factory,unit,old_price,price,tier,source_page,source_name,source_code,reason
01M03NYTVZTKXY90DSVDQ8N9EK,rebar-10-a3-nyshabvr,میلگرد آجدار ۱۰ نیشابور,میلگرد,میلگرد آجدار,۱۰,نیشابور,kg,,68818,T1,میلگرد/قیمت-میلگرد,میلگرد 10 نیشابور آجدار A3 کارخانه,4226,exact match on میلگرد/قیمت-میلگرد
01M03PW3VV6T3ZQKGJ0P7M8W8N,rebar-10-a2-hyrbd,میلگرد آجدار ۱۰ هیربد,میلگرد,میلگرد آجدار,۱۰,هیربد,kg,,68818,T1,میلگرد/قیمت-میلگرد,میلگرد 10 هیربد آجدار A2 کارخانه,5776,exact match on میلگرد/قیمت-میلگرد
01M05R7R3FQCPQN2A8XHESG93T,rebar-10-a3-prshyn-fvlad,میلگرد آجدار ۱۰ پرشین فولاد,میلگرد,میلگرد آجدار,۱۰,پرشین فولاد,kg,,68727,T1,میلگرد/قیمت-میلگرد,میلگرد 10 پرشین فولاد آجدار A3 کارخانه,4674,exact match on میلگرد/قیمت-میلگرد
01M05NNQPFX5YYRYTFJ324NFC8,rebar-10-a2-kavh-tykmh-dash,میلگرد آجدار ۱۰ کاوه تیکمه داش,میلگرد,میلگرد آجدار,۱۰,کاوه تیکمه داش,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 10 کاوه تیکمه داش آجدار A2 کارخانه,1323,exact match on میلگرد/قیمت-میلگرد
01M03PNDMV8NPWHQN7SH7EBVT7,rebar-10-a3-kvyr-kashan,میلگرد آجدار ۱۰ کویر کاشان,میلگرد,میلگرد آجدار,۱۰,کویر کاشان,kg,,73636,T1,میلگرد/قیمت-میلگرد,میلگرد 10 کاشان آجدار A3 کارخانه,1280,exact match on میلگرد/قیمت-میلگرد
01M05QR633C732Q53E0ZDEYS3C,rebar-12-a3-abrkvh,میلگرد آجدار ۱۲ ابرکوه,میلگرد,میلگرد آجدار,۱۲,ابرکوه,kg,,66000,T1,میلگرد/قیمت-میلگرد,میلگرد 12 ابرکوه آجدار A3 کارخانه,8497,exact match on میلگرد/قیمت-میلگرد
01M03NBSB8EY4EJSREWKJZ97KZ,rebar-12-a2-abhr,میلگرد آجدار ۱۲ ابهر,میلگرد,میلگرد آجدار,۱۲,ابهر,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 12 ابهر آجدار A3 کارخانه,5774,exact match on میلگرد/قیمت-میلگرد
01M03NC4ET84P3ABVMKH1FR64Y,rebar-12-a3-abhr,میلگرد آجدار ۱۲ ابهر,میلگرد,میلگرد آجدار,۱۲,ابهر,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 12 ابهر آجدار A3 کارخانه,5774,exact match on میلگرد/قیمت-میلگرد
01M03MWXW9FXEJSC6NBQE4CYT6,rebar-12-a3-amirkabir-khazar,میلگرد آجدار ۱۲ امیرکبیر خزر,میلگرد,میلگرد آجدار,۱۲,امیرکبیر خزر,kg,,68181,T1,میلگرد/قیمت-میلگرد,میلگرد 12 امیرکبیر آجدار A3 کارخانه,0805,exact match on میلگرد/قیمت-میلگرد
01M03Q5KJ4NWDAKXP8GTA8GJC3,rebar-12-a3-bafgh-yzd,میلگرد آجدار ۱۲ بافق یزد,میلگرد,میلگرد آجدار,۱۲,بافق یزد,kg,,69272,T1,میلگرد/قیمت-میلگرد,میلگرد 12 بافق یزد آجدار A3 کارخانه,6368,exact match on میلگرد/قیمت-میلگرد
01KZR3Z681YJK4CT1ANGES019B,rebar-12-a3-zobahan-2,میلگرد آجدار ۱۲ ذوب‌آهن اصفهان,میلگرد,میلگرد آجدار,۱۲,ذوب‌آهن اصفهان,kg,,78545,T1,میلگرد/قیمت-میلگرد,میلگرد 12 ذوب آهن اصفهان آجدار A3 کارخانه,0725,exact match on میلگرد/قیمت-میلگرد
01M05Q0BQK3KB8NW29JZ65K312,rebar-12-a3-rad-hamedan,میلگرد آجدار ۱۲ راد همدان,میلگرد,میلگرد آجدار,۱۲,راد همدان,kg,,70631,T1,میلگرد/قیمت-میلگرد,میلگرد 12 راد همدان آجدار A3 کارخانه,8370,exact match on میلگرد/قیمت-میلگرد
01M05P0EK8R4D2SVR98V6MN8XS,rebar-12-a3-shahrvd,میلگرد آجدار ۱۲ شاهرود,میلگرد,میلگرد آجدار,۱۲,شاهرود,kg,,67545,T1,میلگرد/قیمت-میلگرد,میلگرد 12 شاهرود آجدار A3 کارخانه,8995,exact match on میلگرد/قیمت-میلگرد
01M03QDQ4RCDM4AX8BM6G2CFXJ,rebar-12-a3-shahyn-bnab,میلگرد آجدار ۱۲ شاهین بناب,میلگرد,میلگرد آجدار,۱۲,شاهین بناب,kg,,70818,T1,میلگرد/قیمت-میلگرد,میلگرد 12 شاهین بناب آجدار A3 کارخانه,0706,exact match on میلگرد/قیمت-میلگرد
01M05PG0K8PENY5SJF0EYZKFXQ,rebar-12-a3-sba-fvlad-zagrs,میلگرد آجدار ۱۲ صبا فولاد زاگرس,میلگرد,میلگرد آجدار,۱۲,صبا فولاد زاگرس,kg,,70636,T1,میلگرد/قیمت-میلگرد,میلگرد 12 صبا فولاد زاگرس آجدار A3 کارخانه,5232,exact match on میلگرد/قیمت-میلگرد
01KZR54MNCEV327ZP96ZF11QXX,rebar-12-a3-zafar-bonab,میلگرد آجدار ۱۲ ظفر بناب,میلگرد,میلگرد آجدار,۱۲,ظفر بناب,kg,,70363,T1,میلگرد/قیمت-میلگرد,میلگرد 12 ظفر بناب آجدار A3 کارخانه,9255,exact match on میلگرد/قیمت-میلگرد
01M03NQ20P17V9A4R894NAJ0R7,rebar-12-a3-faico,میلگرد آجدار ۱۲ فایکو,میلگرد,میلگرد آجدار,۱۲,فایکو,kg,,68363,T1,میلگرد/قیمت-میلگرد,میلگرد 12 فایکو آجدار A3 کارخانه,8473,exact match on میلگرد/قیمت-میلگرد
01M05PQF4GKXR9GGBH79DR1SDY,rebar-12-a3-ghaym-asfhan,میلگرد آجدار ۱۲ قائم اصفهان,میلگرد,میلگرد آجدار,۱۲,قائم اصفهان,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 12 قائم آجدار A3 کارخانه,9838,exact match on میلگرد/قیمت-میلگرد
01M03NZBWR34ABTN720JW3CV2M,rebar-12-a3-nyshabvr,میلگرد آجدار ۱۲ نیشابور,میلگرد,میلگرد آجدار,۱۲,نیشابور,kg,,67909,T1,میلگرد/قیمت-میلگرد,میلگرد 12 نیشابور آجدار A3 کارخانه,0824,exact match on میلگرد/قیمت-میلگرد
01M03PXG2N1R6C4YM42C526KCH,rebar-12-a3-hyrbd,میلگرد آجدار ۱۲ هیربد,میلگرد,میلگرد آجدار,۱۲,هیربد,kg,,70636,T1,میلگرد/قیمت-میلگرد,میلگرد 12 هیربد آجدار A3 کارخانه,4906,exact match on میلگرد/قیمت-میلگرد
01M05R8793EW1384XA8GAVREED,rebar-12-a3-prshyn-fvlad,میلگرد آجدار ۱۲ پرشین فولاد,میلگرد,میلگرد آجدار,۱۲,پرشین فولاد,kg,,68363,T1,میلگرد/قیمت-میلگرد,میلگرد 12 پرشین فولاد آجدار A3 کارخانه,0527,exact match on میلگرد/قیمت-میلگرد
01M05NP6RG51ZGSJEY7GH9YYH3,rebar-12-a3-kavh-tykmh-dash,میلگرد آجدار ۱۲ کاوه تیکمه داش,میلگرد,میلگرد آجدار,۱۲,کاوه تیکمه داش,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 12 کاوه تیکمه داش آجدار A3 کارخانه,1324,exact match on میلگرد/قیمت-میلگرد
01M03PNQ0NG2M9H4BWHWQSQWW6,rebar-12-a3-kvyr-kashan,میلگرد آجدار ۱۲ کویر کاشان,میلگرد,میلگرد آجدار,۱۲,کویر کاشان,kg,,73636,T1,میلگرد/قیمت-میلگرد,میلگرد 12 کاشان آجدار A3 کارخانه,0863,exact match on میلگرد/قیمت-میلگرد
01M05R1SCXMSX1M39FGQRDFDWM,rebar-14-a3-anahita-gilan,میلگرد آجدار ۱۴ آناهیتا گیلان,میلگرد,میلگرد آجدار,۱۴,آناهیتا گیلان,kg,,70454,T1,میلگرد/قیمت-میلگرد,میلگرد 14 آناهیتا گیلان آجدار A3 کارخانه,1454,exact match on میلگرد/قیمت-میلگرد
01M05QRGYMJ8KBX5D17MHYNWPW,rebar-14-a3-abrkvh,میلگرد آجدار ۱۴ ابرکوه,میلگرد,میلگرد آجدار,۱۴,ابرکوه,kg,,65272,T1,میلگرد/قیمت-میلگرد,میلگرد 14 ابرکوه آجدار A3 کارخانه,5613,exact match on میلگرد/قیمت-میلگرد
01M03NEEJ17BEVQ8Z6KE3BXFBB,rebar-14-a3-abhr,میلگرد آجدار ۱۴ ابهر,میلگرد,میلگرد آجدار,۱۴,ابهر,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 14 ابهر آجدار A3 کارخانه,0868,exact match on میلگرد/قیمت-میلگرد
01M03MX7VSTZXY94GGK9FNQJ6J,rebar-14-a3-amirkabir-khazar,میلگرد آجدار ۱۴ امیرکبیر خزر,میلگرد,میلگرد آجدار,۱۴,امیرکبیر خزر,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 14 امیرکبیر آجدار A3 کارخانه,1227,exact match on میلگرد/قیمت-میلگرد
01M03Q5YCZZFDQ14CQ10CWKHM4,rebar-14-a3-bafgh-yzd,میلگرد آجدار ۱۴ بافق یزد,میلگرد,میلگرد آجدار,۱۴,بافق یزد,kg,,67909,T1,میلگرد/قیمت-میلگرد,میلگرد 14 بافق یزد آجدار A3 کارخانه,6610,exact match on میلگرد/قیمت-میلگرد
01KZR42RWTB50EP5DM0GYB8VFY,rebar-14-a3-zobahan,میلگرد آجدار ۱۴ ذوب‌آهن اصفهان,میلگرد,میلگرد آجدار,۱۴,ذوب‌آهن اصفهان,kg,,67636,T1,میلگرد/قیمت-میلگرد,میلگرد 14 ذوب آهن اصفهان آجدار A3 کارخانه,0607,exact match on میلگرد/قیمت-میلگرد
01M05Q0NNC1HM1ZS2F0SKPHDMH,rebar-14-a3-rad-hamedan,میلگرد آجدار ۱۴ راد همدان,میلگرد,میلگرد آجدار,۱۴,راد همدان,kg,,70359,T1,میلگرد/قیمت-میلگرد,میلگرد 14 راد همدان آجدار A3 کارخانه,7765,exact match on میلگرد/قیمت-میلگرد
01M05P0QD322CWV422F2Q3PFYP,rebar-14-a3-shahrvd,میلگرد آجدار ۱۴ شاهرود,میلگرد,میلگرد آجدار,۱۴,شاهرود,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 14 شاهرود آجدار A3 کارخانه,1321,exact match on میلگرد/قیمت-میلگرد
01M03QE7WB2WRETJB13ATVVKDV,rebar-14-a3-shahyn-bnab,میلگرد آجدار ۱۴ شاهین بناب,میلگرد,میلگرد آجدار,۱۴,شاهین بناب,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 14 شاهین بناب آجدار A3 کارخانه,0573,exact match on میلگرد/قیمت-میلگرد
01M05PGE2DD3AH3EKZ6M4Y39W1,rebar-14-a3-sba-fvlad-zagrs,میلگرد آجدار ۱۴ صبا فولاد زاگرس,میلگرد,میلگرد آجدار,۱۴,صبا فولاد زاگرس,kg,,69090,T1,میلگرد/قیمت-میلگرد,میلگرد 14 صبا فولاد زاگرس آجدار A3 کارخانه,3883,exact match on میلگرد/قیمت-میلگرد
01KZR58VFSXM8DZQBW0VA08XKV,rebar-14-a3-zafar-bonab,میلگرد آجدار ۱۴ ظفر بناب,میلگرد,میلگرد آجدار,۱۴,ظفر بناب,branch,,1012361,T2b,میلگرد/قیمت-میلگرد,میلگرد 14 ظفر بناب آجدار A3 کارخانه,1143,"69818 T/kg × 14.5 kg branch (d²/162 × 12 m, the site's own formula)"
01M03NQCA44JB7JA3QMVACXP7Q,rebar-14-a3-faico,میلگرد آجدار ۱۴ فایکو,میلگرد,میلگرد آجدار,۱۴,فایکو,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 14 فایکو آجدار A3 کارخانه,8474,exact match on میلگرد/قیمت-میلگرد
01M05PQXM811B6CSYKPCZ8YWST,rebar-14-a3-ghaym-asfhan,میلگرد آجدار ۱۴ قائم اصفهان,میلگرد,میلگرد آجدار,۱۴,قائم اصفهان,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 14 قائم آجدار A3 کارخانه,9839,exact match on میلگرد/قیمت-میلگرد
01M03NZPYKRDFR01V4EEM7SF09,rebar-14-a3-nyshabvr,میلگرد آجدار ۱۴ نیشابور,میلگرد,میلگرد آجدار,۱۴,نیشابور,kg,,65454,T1,میلگرد/قیمت-میلگرد,میلگرد 14 نیشابور آجدار A3 کارخانه,0747,exact match on میلگرد/قیمت-میلگرد
